Accident_Index,Location_Easting_OSGR ,Location_Northing_OSGR,Longitude,Latitude,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date
ACCID2871,457148,447703,-1.131277,53.922319,3,4,4,28/01/2012
ACCID2872,460841,452530,-1.07409,53.965278,3,2,1,30/01/2012
ACCID2873,464166,454745,-1.022949,53.984782,2,2,1,01/02/2012
ACCID2874,458410,449772,-1.111667,53.940772,3,2,1,02/02/2012
ACCID2875,464105,455395,-1.023742,53.990631,3,2,2,06/02/2012
ACCID2876,458797,452169,-1.105312,53.96227,3,1,2,07/02/2012
ACCID2877,456577,451114,-1.13934,53.953036,3,1,1,10/02/2012
ACCID2878,457205,451585,-1.129683,53.9572,3,3,1,10/02/2012
ACCID2879,460761,450928,-1.075627,53.950891,3,1,1,10/02/2012
ACCID2880,460517,451825,-1.079167,53.95898,3,1,1,11/02/2012
ACCID2881,463052,460558,-1.038732,54.037158,2,1,1,12/02/2012
ACCID2882,460725,451951,-1.075973,53.960088,3,2,1,08/02/2012
ACCID2883,458715,454002,-1.106209,53.978752,3,2,1,11/02/2012
ACCID2884,464437,454935,-1.018777,53.986456,3,1,1,18/02/2012
ACCID2885,459668,451496,-1.092169,53.956122,3,2,1,20/02/2012
ACCID2886,457943,448211,-1.119076,53.926796,3,1,1,21/02/2012
ACCID2887,461033,453925,-1.070885,53.977792,3,2,1,20/02/2012
ACCID2888,460048,452308,-1.086219,53.963375,3,2,1,23/02/2012
ACCID2889,457241,450851,-1.129272,53.950599,3,1,1,24/02/2012
ACCID2890,461559,451331,-1.063388,53.954418,3,2,1,24/02/2012
ACCID2891,462678,451279,-1.046349,53.953817,3,2,1,27/02/2012
ACCID2892,460927,458185,-1.071649,54.016087,3,2,1,28/02/2012
ACCID2893,460357,451555,-1.081659,53.956572,3,2,1,01/03/2012
ACCID2894,460042,449918,-1.08678,53.941898,3,2,1,05/03/2012
ACCID2895,460387,451288,-1.081254,53.954169,3,4,1,05/03/2012
ACCID2896,456178,447143,-1.146148,53.917392,3,2,2,07/03/2012
ACCID2897,461471,454586,-1.064074,53.98368,3,2,1,07/03/2012
ACCID2898,457405,450060,-1.126922,53.943472,3,1,1,07/03/2012
ACCID2899,455653,447323,-1.154108,53.919066,3,2,2,08/03/2012
ACCID2900,457785,450111,-1.121123,53.943889,3,1,1,10/03/2012
ACCID2901,457188,450929,-1.130065,53.951306,3,2,1,08/03/2012
ACCID2902,459011,452841,-1.10192,53.968284,2,1,1,12/03/2012
ACCID2903,459605,452705,-1.092893,53.966994,3,2,1,13/03/2012
ACCID2904,457592,451440,-1.123813,53.955854,3,2,1,14/03/2012
ACCID2905,466840,449590,-0.983305,53.938118,3,1,1,16/03/2012
ACCID2906,462840,444169,-1.04534,53.889901,3,3,1,15/03/2012
ACCID2907,461515,452561,-1.063811,53.965477,3,2,1,15/03/2012
ACCID2908,456871,452242,-1.13465,53.963141,3,2,1,19/03/2012
ACCID2909,459302,455537,-1.096961,53.99248,3,2,1,19/03/2012
ACCID2910,462244,451279,-1.052962,53.953869,3,2,1,20/03/2012
ACCID2911,458973,451251,-1.102807,53.954,3,2,1,20/03/2012
ACCID2912,460115,454843,-1.084699,53.986149,1,1,1,20/03/2012
ACCID2913,461739,453549,-1.060197,53.974329,3,2,2,26/03/2012
ACCID2914,456708,446664,-1.138168,53.91303,3,2,1,26/03/2012
ACCID2915,460507,451822,-1.07932,53.958954,2,1,1,27/03/2012
ACCID2916,460245,452587,-1.083162,53.96586,3,3,1,28/03/2012
ACCID2917,459928,451868,-1.088134,53.959435,3,2,1,28/03/2012
ACCID2918,459694,452628,-1.091552,53.966292,3,2,1,23/03/2012
ACCID2919,467618,453835,-0.970516,53.976165,3,1,2,29/03/2012
ACCID2920,460673,451333,-1.076888,53.95454,3,2,1,30/03/2012
ACCID2921,461649,452607,-1.06176,53.965874,3,2,1,31/03/2012
ACCID2922,461827,451083,-1.059355,53.952157,3,1,1,28/03/2012
ACCID2923,460773,451161,-1.075398,53.952983,3,2,1,28/03/2012
ACCID2924,462836,444116,-1.045411,53.889426,1,1,1,04/04/2012
ACCID2925,457442,450578,-1.126261,53.948124,3,2,2,05/06/2012
ACCID2926,461221,451191,-1.068566,53.9532,2,2,1,01/04/2012
ACCID2927,464810,456679,-1.012718,54.002082,3,2,2,07/04/2012
ACCID2928,457974,452260,-1.117837,53.96318,3,2,1,07/04/2012
ACCID2929,458568,455488,-1.108165,53.992123,3,2,1,04/04/2012
ACCID2930,460045,452310,-1.086265,53.963394,3,2,1,02/04/2012
ACCID2931,458109,452177,-1.115795,53.962419,3,2,1,06/04/2012
ACCID2932,458338,448969,-1.112917,53.933564,3,1,1,10/04/2012
ACCID2933,459132,455479,-1.099565,53.991978,3,2,1,11/04/2012
ACCID2934,460317,453124,-1.081959,53.970677,3,2,1,10/04/2012
ACCID2935,460352,451072,-1.08183,53.952232,3,1,1,15/04/2012
ACCID2936,462719,453475,-1.045273,53.973546,3,2,3,17/04/2012
ACCID2937,463948,451980,-1.026852,53.959961,3,2,1,17/04/2012
ACCID2938,463697,451262,-1.030827,53.95354,3,2,1,19/04/2012
ACCID2939,460311,452723,-1.082129,53.967074,3,2,1,20/04/2012
ACCID2940,460667,452342,-1.076779,53.963609,3,2,1,21/04/2012
ACCID2941,461201,451086,-1.068892,53.952259,3,2,1,25/04/2012
ACCID2942,459873,453664,-1.08862,53.975582,3,2,1,28/04/2012
ACCID2943,462613,452703,-1.047048,53.966621,3,4,1,28/04/2012
ACCID2944,457286,450787,-1.128598,53.950019,3,2,1,30/04/2012
ACCID2945,457774,450122,-1.121289,53.943989,3,1,1,30/04/2012
ACCID2946,460249,451659,-1.083284,53.95752,2,1,1,01/05/2012
ACCID2947,461847,451306,-1.059005,53.954159,3,2,1,03/05/2012
ACCID2948,460342,451978,-1.081804,53.960376,3,1,1,24/04/2012
ACCID2949,459711,455974,-1.090638,53.99636,3,2,4,04/05/2012
ACCID2950,460882,450416,-1.073886,53.946275,3,1,1,01/05/2012
ACCID2951,455879,451501,-1.149904,53.956589,3,2,1,05/05/2012
ACCID2952,468152,444950,-0.964355,53.89625,2,1,1,06/05/2012
ACCID2953,464819,451674,-1.013644,53.957103,3,2,1,06/05/2012
ACCID2954,461091,451551,-1.070475,53.95645,3,1,1,07/05/2012
ACCID2955,461814,449846,-1.059803,53.941042,3,2,2,10/05/2012
ACCID2956,455947,453363,-1.148527,53.973316,3,2,1,11/05/2012
ACCID2957,460965,451118,-1.072481,53.952574,3,4,3,11/05/2012
ACCID2958,457627,447839,-1.123958,53.923488,3,3,2,11/05/2012
ACCID2959,458647,450989,-1.107824,53.951682,3,2,1,13/05/2012
ACCID2960,460979,451941,-1.072104,53.959968,3,2,1,14/05/2012
ACCID2961,456181,448054,-1.145935,53.925579,3,1,1,15/05/2012
ACCID2962,457051,451477,-1.13205,53.956246,3,2,1,17/05/2012
ACCID2963,457754,450883,-1.12145,53.95083,3,2,1,14/05/2012
ACCID2964,460630,452236,-1.077364,53.962661,3,2,1,17/05/2012
ACCID2965,457972,449106,-1.118465,53.934836,3,2,1,14/04/2012
ACCID2966,461155,455024,-1.068804,53.987654,3,2,2,23/05/2012
ACCID2967,459153,450661,-1.100178,53.948677,3,2,1,29/05/2012
ACCID2968,456944,451471,-1.133681,53.956204,3,1,1,29/05/2012
ACCID2969,459507,451274,-1.094666,53.954145,3,2,1,28/05/2012
ACCID2970,459692,451741,-1.091756,53.958321,2,1,1,30/05/2012
ACCID2971,460466,452068,-1.079896,53.96117,3,1,1,30/05/2012
ACCID2972,457742,450959,-1.121618,53.951514,3,2,1,30/05/2012
ACCID2973,458795,449811,-1.105796,53.941079,2,2,1,30/05/2012
ACCID2974,457584,454866,-1.123289,53.986643,3,2,1,31/05/2012
ACCID2975,463016,459914,-1.039415,54.031375,3,2,2,01/06/2012
ACCID2976,455569,453478,-1.154268,53.97439,2,1,1,02/06/2012
ACCID2977,459734,452953,-1.090879,53.969208,3,2,1,03/06/2012
ACCID2978,458111,452256,-1.11575,53.963129,3,2,1,06/06/2012
ACCID2979,460530,451794,-1.078975,53.9587,3,1,1,01/06/2012
ACCID2980,460125,450924,-1.085318,53.950929,3,1,1,07/06/2012
ACCID2981,460873,450680,-1.07397,53.948649,3,2,1,08/06/2012
ACCID2982,459147,447759,-1.10083,53.922598,3,2,2,06/06/2012
ACCID2983,459060,455429,-1.100673,53.991537,3,1,1,08/06/2012
ACCID2984,463534,448856,-1.03381,53.931938,3,1,1,09/06/2012
ACCID2985,457246,448872,-1.129566,53.932814,3,2,1,09/06/2012
ACCID2986,463673,455071,-1.030398,53.987772,2,2,1,10/06/2012
ACCID2987,464381,454304,-1.019764,53.980792,2,3,1,11/06/2012
ACCID2988,458023,447708,-1.117953,53.922267,3,1,1,14/06/2012
ACCID2989,460356,454012,-1.081188,53.978653,3,2,2,15/06/2012
ACCID2990,459257,451151,-1.098499,53.953069,2,1,1,15/06/2012
ACCID2991,461255,454276,-1.06743,53.98092,3,2,1,13/06/2012
ACCID2992,460539,458242,-1.077558,54.016645,3,2,1,15/06/2012
ACCID2993,458691,449608,-1.107419,53.939266,3,2,1,15/06/2012
ACCID2994,453041,454013,-1.192714,53.979463,3,2,2,17/06/2012
ACCID2995,459740,455886,-1.090213,53.995565,3,3,1,16/06/2012
ACCID2996,456565,451249,-1.139497,53.95425,2,1,1,20/06/2012
ACCID2997,462513,454797,-1.048143,53.985451,3,1,1,21/06/2012
ACCID2998,461142,454998,-1.069008,53.987422,3,1,1,22/06/2012
ACCID2999,460950,455743,-1.071787,53.994139,3,1,1,22/06/2012
ACCID3000,462198,450757,-1.053769,53.949183,3,2,1,22/06/2012
ACCID3001,456727,453929,-1.136531,53.978317,3,1,1,22/06/2012
ACCID3002,456011,447785,-1.148573,53.92318,3,2,3,22/06/2012
ACCID3003,458670,452219,-1.107237,53.962733,3,2,1,18/06/2012
ACCID3004,462809,444378,-1.045769,53.891783,3,4,2,22/06/2012
ACCID3005,459696,451743,-1.091694,53.958339,3,1,1,23/06/2012
ACCID3006,464924,451047,-1.012177,53.951455,3,2,1,24/06/2012
ACCID3007,462612,454799,-1.046633,53.985458,3,2,1,22/06/2012
ACCID3008,459984,451264,-1.0874,53.954001,3,1,1,26/06/2012
ACCID3009,459560,452766,-1.093567,53.967548,3,3,1,27/06/2012
ACCID3010,466263,457903,-0.990288,54.012897,3,4,3,27/06/2012
ACCID3011,461551,458226,-1.062119,54.016382,2,1,1,27/06/2012
ACCID3012,458726,451396,-1.106542,53.955331,3,2,1,27/06/2012
ACCID3013,459264,450848,-1.098451,53.950345,3,2,4,29/06/2012
ACCID3014,460794,452041,-1.074903,53.960889,3,1,1,01/07/2012
ACCID3015,462575,451564,-1.04786,53.95639,3,2,1,30/06/2012
ACCID3016,457088,455647,-1.130706,53.993717,1,1,1,02/07/2012
ACCID3017,457708,451463,-1.122041,53.956047,3,2,1,03/07/2012
ACCID3018,460672,451245,-1.07692,53.95375,2,1,1,03/07/2012
ACCID3019,458611,452466,-1.108089,53.96496,3,2,1,04/07/2012
ACCID3020,464640,452381,-1.016222,53.963479,3,1,1,06/07/2012
ACCID3021,461948,451995,-1.057327,53.960339,3,2,1,06/07/2012
ACCID3022,460099,452224,-1.085459,53.962615,3,3,2,07/07/2012
ACCID3023,462090,454896,-1.054573,53.986392,3,2,1,07/07/2012
ACCID3024,461134,457904,-1.068547,54.013538,3,1,1,08/07/2012
ACCID3025,461456,452056,-1.064812,53.960946,3,1,1,07/07/2012
ACCID3026,458802,452145,-1.10524,53.962053,3,2,1,10/07/2012
ACCID3027,460766,451135,-1.07551,53.95275,3,1,1,11/07/2012
ACCID3028,459906,453625,-1.088125,53.975227,3,2,1,11/07/2012
ACCID3029,457867,451480,-1.119615,53.956182,3,2,1,12/07/2012
ACCID3030,461797,455610,-1.058896,53.992844,3,1,1,12/07/2012
ACCID3031,459789,451835,-1.090259,53.959155,3,2,1,09/07/2012
ACCID3032,460844,451544,-1.07424,53.956417,3,2,1,13/07/2012
ACCID3033,454582,447049,-1.170462,53.916717,3,1,3,15/07/2012
ACCID3034,458929,450103,-1.103698,53.943688,3,2,1,18/07/2012
ACCID3035,457686,450232,-1.122609,53.944987,3,2,1,18/07/2012
ACCID3036,461848,452479,-1.058752,53.9647,3,2,1,19/07/2012
ACCID3037,460518,451409,-1.079234,53.955242,3,2,3,19/07/2012
ACCID3038,460252,452611,-1.083051,53.966075,3,1,1,20/07/2012
ACCID3039,459724,455957,-1.090443,53.996205,3,2,1,22/07/2012
ACCID3040,461183,451088,-1.069166,53.952279,3,2,1,23/07/2012
ACCID3041,460011,451638,-1.086915,53.957359,3,2,1,24/07/2012
ACCID3042,460361,452826,-1.081347,53.967994,3,2,1,25/07/2012
ACCID3043,460144,450882,-1.085037,53.950549,2,3,1,27/07/2012
ACCID3044,460521,451323,-1.079206,53.954468,3,2,1,30/07/2012
ACCID3045,458474,452488,-1.110173,53.965173,3,1,1,24/07/2012
ACCID3046,460272,451668,-1.082932,53.957598,3,1,1,28/07/2012
ACCID3047,459380,458411,-1.095211,54.018298,3,2,4,31/07/2012
ACCID3048,460831,457564,-1.073238,54.010518,3,2,1,01/08/2012
ACCID3049,460874,450685,-1.073954,53.948693,3,2,1,01/08/2012
ACCID3050,460892,455483,-1.072723,53.99181,3,1,1,03/08/2012
ACCID3051,461247,451086,-1.068191,53.952253,3,2,1,03/08/2012
ACCID3052,460432,451724,-1.080483,53.958082,3,1,1,06/08/2012
ACCID3053,461852,451579,-1.058874,53.956612,3,1,1,07/08/2012
ACCID3054,460872,450683,-1.073985,53.948676,3,2,1,08/08/2012
ACCID3055,458847,455572,-1.103894,53.992846,3,4,1,08/08/2012
ACCID3056,461844,451405,-1.059031,53.955049,3,2,1,10/08/2012
ACCID3057,457989,452296,-1.117601,53.963502,3,2,1,11/08/2012
ACCID3058,461850,451520,-1.058916,53.956082,3,2,1,12/08/2012
ACCID3059,466098,457779,-0.992833,54.011804,3,3,1,12/08/2012
ACCID3060,461879,456193,-1.057527,53.998073,3,2,1,10/08/2012
ACCID3061,458199,454569,-1.113968,53.983906,3,2,1,15/08/2012
ACCID3062,461839,451961,-1.058995,53.960046,2,1,2,16/08/2012
ACCID3063,460129,451949,-1.085055,53.96014,3,2,1,17/08/2012
ACCID3064,464228,451396,-1.022708,53.954678,3,2,4,17/08/2012
ACCID3065,460105,452258,-1.08536,53.962919,3,2,1,18/08/2012
ACCID3066,464924,451119,-1.012162,53.952102,3,2,3,18/08/2012
ACCID3067,460376,452722,-1.081139,53.967058,3,1,1,18/08/2012
ACCID3068,460907,448234,-1.073939,53.926663,3,2,1,20/08/2012
ACCID3069,455884,451472,-1.149833,53.956328,3,1,1,21/08/2012
ACCID3070,461256,451650,-1.067941,53.957321,3,3,3,21/08/2012
ACCID3071,459358,453372,-1.096528,53.973017,3,1,1,20/08/2012
ACCID3072,460914,455400,-1.072404,53.991061,3,1,1,21/08/2012
ACCID3073,460902,449590,-1.073746,53.93885,3,3,2,23/08/2012
ACCID3074,459957,451640,-1.087737,53.957383,3,2,1,22/08/2012
ACCID3075,456828,451007,-1.135535,53.952047,3,2,1,24/08/2012
ACCID3076,464441,456299,-1.018427,53.998713,2,1,1,25/08/2012
ACCID3077,464215,454806,-1.022189,53.985324,3,1,2,25/08/2012
ACCID3078,463154,460818,-1.03712,54.039482,3,1,1,26/08/2012
ACCID3079,467479,451456,-0.973161,53.954804,3,3,8,26/08/2012
ACCID3080,464364,454413,-1.02,53.981774,3,1,1,26/08/2012
ACCID3081,456291,448367,-1.144203,53.92838,3,3,1,28/08/2012
ACCID3082,463081,451269,-1.040211,53.953678,3,2,1,28/08/2012
ACCID3083,453902,447517,-1.180732,53.920994,3,2,1,29/08/2012
ACCID3084,460974,452542,-1.07206,53.96537,3,2,1,29/08/2012
ACCID3085,460301,451241,-1.082574,53.953757,3,2,1,30/08/2012
ACCID3086,459904,451848,-1.088504,53.959258,3,2,1,30/08/2012
ACCID3087,464834,451687,-1.013413,53.957218,3,2,1,31/08/2012
ACCID3088,456227,453294,-1.144271,53.972665,3,2,1,30/08/2012
ACCID3089,461269,452682,-1.067536,53.966593,3,2,1,31/08/2012
ACCID3090,458629,452455,-1.107817,53.964859,3,2,1,02/09/2012
ACCID3091,465813,457559,-0.997228,54.009863,3,1,2,03/09/2012
ACCID3092,459139,450610,-1.100401,53.94822,3,1,1,04/09/2012
ACCID3093,463854,455311,-1.027588,53.989907,2,3,2,04/09/2012
ACCID3094,461052,459892,-1.069399,54.031413,2,2,1,04/09/2012
ACCID3095,460874,456535,-1.072788,54.001266,3,2,2,04/09/2012
ACCID3096,458353,448358,-1.112805,53.928071,3,2,2,06/09/2012
ACCID3097,461141,454936,-1.069035,53.986865,3,3,1,08/09/2012
ACCID3098,460841,452502,-1.074095,53.965026,3,2,1,08/09/2012
ACCID3099,464931,451160,-1.012047,53.95247,2,4,1,09/09/2012
ACCID3100,459039,450358,-1.101973,53.945967,3,3,3,09/09/2012
ACCID3101,460408,452422,-1.08071,53.964358,3,2,1,10/09/2012
ACCID3102,461026,448304,-1.072113,53.927278,3,2,1,07/09/2012
ACCID3103,461107,451073,-1.070327,53.952153,3,2,1,08/09/2012
ACCID3104,455524,447681,-1.156007,53.922297,3,1,1,12/09/2012
ACCID3105,466699,458218,-0.983567,54.015672,3,3,1,12/09/2012
ACCID3106,459770,450969,-1.090718,53.951374,2,3,2,13/09/2012
ACCID3107,461689,452491,-1.061173,53.964827,3,2,1,13/09/2012
ACCID3108,461231,455189,-1.067612,53.989128,3,1,1,13/09/2012
ACCID3109,461506,451333,-1.064195,53.954442,3,2,2,14/09/2012
ACCID3110,461023,451823,-1.071457,53.958903,3,2,1,13/09/2012
ACCID3111,460011,452340,-1.086777,53.963667,3,2,1,17/09/2012
ACCID3112,459875,451871,-1.088941,53.959468,3,2,1,18/09/2012
ACCID3113,457531,454871,-1.124096,53.986694,3,2,1,18/09/2012
ACCID3114,460863,449842,-1.07429,53.941119,3,1,1,18/09/2012
ACCID3115,459654,451644,-1.092354,53.957454,3,2,1,17/09/2012
ACCID3116,457674,454802,-1.121929,53.986058,2,2,2,19/09/2012
ACCID3117,459813,451542,-1.089951,53.956519,3,2,1,19/09/2012
ACCID3118,460434,451720,-1.080453,53.958046,3,1,1,18/09/2012
ACCID3119,459760,453763,-1.090324,53.976484,3,2,2,20/09/2012
ACCID3120,459308,453761,-1.097215,53.976518,3,1,1,21/09/2012
ACCID3121,463860,455312,-1.027496,53.989915,3,2,2,21/09/2012
ACCID3122,460891,456321,-1.072571,53.999341,3,2,1,22/09/2012
ACCID3123,459997,449750,-1.087499,53.940393,2,2,1,23/09/2012
ACCID3124,457987,447701,-1.118503,53.922208,3,1,2,26/09/2012
ACCID3125,459970,455299,-1.08682,53.990264,3,2,1,27/09/2012
ACCID3126,469623,450943,-0.940611,53.949911,3,2,1,26/09/2012
ACCID3127,459152,450647,-1.100196,53.948551,3,2,1,27/09/2012
ACCID3128,462068,451984,-1.0555,53.960226,3,2,1,28/09/2012
ACCID3129,460358,452822,-1.081393,53.967959,3,1,1,28/09/2012
ACCID3130,466190,454214,-0.992203,53.979755,3,2,1,29/09/2012
ACCID3131,461835,451081,-1.059234,53.952138,3,2,1,01/10/2012
ACCID3132,458709,451410,-1.106798,53.955459,3,2,2,04/10/2012
ACCID3133,459638,451540,-1.092618,53.956521,3,2,1,04/10/2012
ACCID3134,464172,454758,-1.022855,53.984898,3,2,1,04/10/2012
ACCID3135,459153,450654,-1.100179,53.948614,3,2,1,29/09/2012
ACCID3136,460214,452424,-1.083667,53.964399,3,2,1,05/10/2012
ACCID3137,461244,455215,-1.067409,53.98936,3,2,1,03/10/2012
ACCID3138,459727,451436,-1.091282,53.955576,3,2,1,05/10/2012
ACCID3139,461773,448042,-1.060792,53.924835,2,1,1,07/10/2012
ACCID3140,460560,451317,-1.078613,53.95441,3,1,1,07/10/2012
ACCID3141,455877,451506,-1.149934,53.956634,2,2,1,07/10/2012
ACCID3142,460734,451081,-1.076008,53.952269,3,2,1,04/10/2012
ACCID3143,458511,445859,-1.110877,53.905595,3,3,2,09/10/2012
ACCID3144,460354,452850,-1.081449,53.968211,3,2,1,09/10/2012
ACCID3145,462074,456250,-1.054541,53.998562,3,2,2,09/10/2012
ACCID3146,460894,449646,-1.073856,53.939354,3,2,1,25/09/2012
ACCID3147,459737,451422,-1.091132,53.955449,3,3,1,12/10/2012
ACCID3148,459595,448197,-1.093924,53.926483,3,3,1,12/10/2012
ACCID3149,454429,451363,-1.172024,53.955503,3,2,1,12/10/2012
ACCID3150,460307,453313,-1.082074,53.972377,3,2,1,12/10/2012
ACCID3151,459631,451331,-1.092765,53.954643,2,1,1,12/10/2012
ACCID3152,461838,451307,-1.059142,53.954169,3,2,1,13/10/2012
ACCID3153,459694,451735,-1.091726,53.958267,3,2,1,14/10/2012
ACCID3154,458792,449816,-1.10584,53.941124,3,2,1,15/10/2012
ACCID3155,460904,458176,-1.072002,54.016009,3,2,1,15/10/2012
ACCID3156,458767,455282,-1.105169,53.990249,3,2,1,18/10/2012
ACCID3157,466617,453091,-0.985938,53.969609,3,1,1,18/10/2012
ACCID3158,460883,449705,-1.074012,53.939885,3,2,1,19/10/2012
ACCID3159,460871,450678,-1.074001,53.948631,3,2,1,15/10/2012
ACCID3160,458618,454946,-1.107506,53.987246,3,2,2,20/10/2012
ACCID3161,460364,451909,-1.081482,53.959753,2,1,2,20/10/2012
ACCID3162,461175,448456,-1.069814,53.928627,3,2,1,21/10/2012
ACCID3163,458618,449480,-1.108555,53.938124,3,2,1,19/10/2012
ACCID3164,461507,451331,-1.064181,53.954424,2,2,1,20/10/2012
ACCID3165,455943,453364,-1.148588,53.973325,2,2,1,22/10/2012
ACCID3166,460130,452299,-1.084971,53.963285,3,2,1,20/10/2012
ACCID3167,463724,451230,-1.030422,53.953249,3,2,1,23/10/2012
ACCID3168,456331,449180,-1.143444,53.935682,3,2,1,23/10/2012
ACCID3169,459598,451301,-1.093274,53.954378,3,2,1,17/10/2012
ACCID3170,460476,452149,-1.079728,53.961897,3,1,1,26/10/2012
ACCID3171,460577,452274,-1.078164,53.963008,3,2,1,26/10/2012
ACCID3172,467016,453254,-0.979821,53.971022,1,4,1,30/10/2012
ACCID3173,460318,451255,-1.082312,53.953881,3,2,1,31/10/2012
ACCID3174,462578,451565,-1.047814,53.956399,3,2,1,01/11/2012
ACCID3175,460170,448378,-1.085133,53.928043,3,2,1,03/11/2012
ACCID3176,461759,447414,-1.061132,53.919193,2,1,1,05/11/2012
ACCID3177,458819,446649,-1.106037,53.91266,3,1,1,05/11/2012
ACCID3178,461797,454880,-1.059044,53.986283,3,2,1,05/11/2012
ACCID3179,467615,448883,-0.971657,53.931664,2,1,1,07/11/2012
ACCID3180,459306,453054,-1.097383,53.970165,3,2,2,03/11/2012
ACCID3181,462514,445827,-1.049961,53.904841,3,2,1,09/11/2012
ACCID3182,460947,450969,-1.072785,53.951237,2,1,1,09/11/2012
ACCID3183,456099,452811,-1.146311,53.968338,3,2,2,09/11/2012
ACCID3184,459913,451835,-1.088369,53.95914,3,1,1,09/11/2012
ACCID3185,456934,452987,-1.133551,53.969829,3,2,1,08/11/2012
ACCID3186,457604,451177,-1.12368,53.953489,3,2,1,09/11/2012
ACCID3187,460922,452519,-1.072857,53.96517,3,2,1,08/11/2012
ACCID3188,460100,452071,-1.085473,53.961239,3,2,1,11/11/2012
ACCID3189,461805,455722,-1.058751,53.993849,3,2,1,06/11/2012
ACCID3190,461035,452567,-1.071126,53.965588,3,2,1,12/11/2012
ACCID3191,457685,450230,-1.122624,53.944969,3,2,1,12/11/2012
ACCID3192,457121,452846,-1.130727,53.968541,3,2,1,13/11/2012
ACCID3193,461034,452263,-1.071201,53.962856,3,1,1,13/11/2012
ACCID3194,456050,447471,-1.148037,53.920354,3,4,2,14/11/2012
ACCID3195,465402,451686,-1.004758,53.957137,3,3,1,14/11/2012
ACCID3196,461744,449813,-1.060876,53.940754,3,2,1,14/11/2012
ACCID3197,460883,450173,-1.073919,53.944091,3,2,1,13/11/2012
ACCID3198,460781,453571,-1.074797,53.97464,3,2,1,15/11/2012
ACCID3199,460595,452258,-1.077893,53.962862,3,2,1,13/11/2012
ACCID3200,460967,451117,-1.072451,53.952565,2,1,1,16/11/2012
ACCID3201,461278,451365,-1.067663,53.954757,3,2,1,16/11/2012
ACCID3202,457688,450228,-1.122579,53.944951,3,2,1,07/11/2012
ACCID3203,460185,451081,-1.084373,53.952333,3,1,1,18/11/2012
ACCID3204,460248,452558,-1.083122,53.965599,3,1,1,18/11/2012
ACCID3205,458218,448423,-1.114849,53.92867,3,2,2,19/11/2012
ACCID3206,454866,451442,-1.165351,53.956167,3,2,1,19/11/2012
ACCID3207,462197,450757,-1.053784,53.949183,3,2,2,14/11/2012
ACCID3208,461715,451060,-1.061066,53.951964,3,1,1,11/11/2012
ACCID3209,456883,447632,-1.135324,53.92171,3,1,1,21/11/2012
ACCID3210,455007,453555,-1.162822,53.975142,3,2,1,21/11/2012
ACCID3211,458849,455306,-1.103914,53.990455,3,2,4,21/11/2012
ACCID3212,462919,455221,-1.041865,53.989213,3,2,1,23/11/2012
ACCID3213,460025,451631,-1.086703,53.957294,3,1,1,23/11/2012
ACCID3214,466000,456475,-0.99461,54.000098,3,2,2,24/11/2012
ACCID3215,460594,453225,-1.077716,53.971553,3,1,1,27/11/2012
ACCID3216,462223,450746,-1.05339,53.949081,3,1,1,27/11/2012
ACCID3217,459760,453770,-1.090322,53.976547,2,2,1,28/11/2012
ACCID3218,457584,451442,-1.123935,53.955872,3,1,1,28/11/2012
ACCID3219,460360,452831,-1.081361,53.968039,3,1,1,28/11/2012
ACCID3220,458456,449002,-1.111114,53.933847,3,1,1,26/11/2012
ACCID3221,458980,451251,-1.1027,53.953999,3,1,1,29/11/2012
ACCID3222,457029,450595,-1.132549,53.948322,3,2,1,29/11/2012
ACCID3223,460348,451660,-1.081775,53.957517,3,2,1,30/11/2012
ACCID3224,461851,451582,-1.058888,53.956639,3,1,1,29/11/2012
ACCID3225,455858,451696,-1.150188,53.958344,3,2,1,03/12/2012
ACCID3226,458253,448704,-1.114262,53.931192,3,2,2,03/12/2012
ACCID3227,461091,451398,-1.070506,53.955075,3,2,1,03/12/2012
ACCID3228,460496,452422,-1.079369,53.964348,3,1,1,03/12/2012
ACCID3229,458728,453996,-1.106012,53.978696,3,2,1,04/12/2012
ACCID3230,456803,454103,-1.13534,53.979873,3,2,2,04/12/2012
ACCID3231,458966,453258,-1.102526,53.972037,3,2,1,04/12/2012
ACCID3232,454026,447521,-1.178843,53.921018,3,1,1,05/12/2012
ACCID3233,466270,457912,-0.990179,54.012977,3,3,1,05/12/2012
ACCID3234,455765,447337,-1.1524,53.91918,3,1,1,05/12/2012
ACCID3235,460872,450685,-1.073985,53.948694,2,1,1,05/12/2012
ACCID3236,456836,451514,-1.135319,53.956602,3,2,1,07/12/2012
ACCID3237,456785,454070,-1.135621,53.979578,3,2,1,05/12/2012
ACCID3238,462796,456160,-1.043547,53.997666,2,1,1,07/12/2012
ACCID3239,459841,451660,-1.089501,53.957576,3,1,1,02/12/2012
ACCID3240,459804,451844,-1.090029,53.959234,3,2,1,08/12/2012
ACCID3241,458827,452102,-1.104867,53.961664,3,2,1,10/12/2012
ACCID3242,459473,451136,-1.09521,53.952909,3,2,1,10/12/2012
ACCID3243,460752,451068,-1.075737,53.95215,3,2,1,11/12/2012
ACCID3244,458867,451312,-1.10441,53.95456,3,2,3,11/12/2012
ACCID3245,461814,454878,-1.058785,53.986263,3,2,1,12/12/2012
ACCID3246,460481,451920,-1.079697,53.959838,3,1,1,11/12/2012
