Accident_Index,Location_Easting_OSGR ,Location_Northing_OSGR,Longitude,Latitude,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date
ACCID3247,455751,447300,-1.15262,53.918849,3,2,1,14/12/2012
ACCID3248,465601,457392,-1.000499,54.008389,3,2,2,14/12/2012
ACCID3249,459886,451865,-1.088775,53.959413,3,2,1,11/12/2012
ACCID3250,460310,451684,-1.08235,53.957737,2,1,1,15/12/2012
ACCID3251,459229,451227,-1.098911,53.953755,3,2,3,16/12/2012
ACCID3252,461101,451397,-1.070354,53.955065,3,2,1,16/12/2012
ACCID3253,457483,454812,-1.124839,53.986169,3,3,1,17/12/2012
ACCID3254,460615,451829,-1.077673,53.959005,3,1,1,18/12/2012
ACCID3255,460391,451802,-1.081092,53.958788,3,1,1,18/12/2012
ACCID3256,460825,457561,-1.07333,54.010492,3,2,1,19/12/2012
ACCID3257,456973,453943,-1.132778,53.978416,3,2,1,20/12/2012
ACCID3258,459356,453366,-1.09656,53.972963,2,2,1,20/12/2012
ACCID3259,461288,449383,-1.067908,53.936944,3,2,1,19/12/2012
ACCID3260,461314,452501,-1.066887,53.964961,3,2,1,20/12/2012
ACCID3261,458392,451836,-1.111547,53.959323,3,2,1,20/12/2012
ACCID3262,459245,448377,-1.099219,53.928141,3,1,1,27/12/2012
ACCID3263,457914,449996,-1.11918,53.942841,3,3,1,27/12/2012
ACCID3264,459063,453415,-1.101017,53.973437,3,2,1,27/12/2012
ACCID3265,463671,455065,-1.03043,53.987719,3,1,1,29/12/2012
ACCID3266,461957,451989,-1.057191,53.960284,3,2,1,11/12/2012
ACCID3267,460210,451860,-1.083839,53.95933,3,1,1,01/01/2007
ACCID3268,465040,456970,-1.009148,54.004668,3,1,1,01/01/2007
ACCID3269,464900,451040,-1.012544,53.951395,3,1,1,02/01/2007
ACCID3270,459410,453300,-1.09575,53.972364,3,2,1,02/01/2007
ACCID3271,466260,457900,-0.990335,54.01287,3,2,1,02/01/2007
ACCID3272,457500,451360,-1.12523,53.955145,3,1,1,03/01/2007
ACCID3273,462750,443430,-1.04686,53.883271,3,3,3,03/01/2007
ACCID3274,463050,460580,-1.038758,54.037356,2,2,2,04/01/2007
ACCID3275,459660,451670,-1.092257,53.957687,3,2,1,05/01/2007
ACCID3276,459930,445690,-1.089314,53.903914,3,2,1,07/01/2007
ACCID3277,461400,447940,-1.066492,53.923963,3,3,1,31/12/2007
ACCID3278,456360,454340,-1.142051,53.982051,3,2,1,10/01/2007
ACCID3279,460560,452250,-1.078428,53.962795,3,2,1,10/01/2007
ACCID3280,457800,451480,-1.120636,53.95619,3,1,1,10/01/2007
ACCID3281,455750,447500,-1.152599,53.920646,3,2,3,11/01/2007
ACCID3282,460960,450900,-1.072601,53.950616,3,1,1,11/01/2007
ACCID3283,460850,452530,-1.073952,53.965277,3,2,2,12/01/2007
ACCID3284,460350,451660,-1.081745,53.957517,3,2,4,12/01/2007
ACCID3285,459560,451250,-1.093863,53.953924,3,2,1,13/01/2007
ACCID3286,460120,451620,-1.085257,53.957184,3,1,1,13/01/2007
ACCID3287,456820,451520,-1.135562,53.956658,3,2,1,20/12/2007
ACCID3288,463230,451800,-1.037831,53.958432,3,1,1,14/01/2007
ACCID3289,466590,444880,-0.988136,53.895824,3,2,1,15/01/2007
ACCID3290,462690,458910,-1.044598,54.022392,2,1,2,15/01/2007
ACCID3291,456840,450460,-1.135454,53.947129,2,1,1,16/01/2007
ACCID3292,459630,446760,-1.093671,53.913565,3,2,3,17/01/2007
ACCID3293,460760,451580,-1.075513,53.95675,3,2,1,17/01/2007
ACCID3294,463850,455290,-1.027653,53.989719,3,2,1,17/01/2007
ACCID3295,462560,451280,-1.048147,53.95384,3,2,1,18/01/2007
ACCID3296,460060,451630,-1.08617,53.957281,3,2,1,18/01/2007
ACCID3297,460320,448340,-1.082857,53.927684,3,4,1,18/01/2007
ACCID3298,458860,451310,-1.104517,53.954543,3,2,1,19/01/2007
ACCID3299,458750,455260,-1.105433,53.990053,3,2,2,19/01/2007
ACCID3300,460440,451740,-1.080357,53.958225,3,1,1,19/01/2007
ACCID3301,456950,449690,-1.133922,53.940198,3,2,3,19/01/2007
ACCID3302,464790,455280,-1.013321,53.989512,3,2,2,20/01/2007
ACCID3303,460170,451070,-1.084604,53.952236,3,2,1,20/01/2007
ACCID3304,458600,455310,-1.107711,53.990519,3,2,2,20/01/2007
ACCID3305,460130,450910,-1.085245,53.950802,3,2,1,20/01/2007
ACCID3306,452410,454220,-1.202299,53.981387,3,1,1,22/01/2007
ACCID3307,457410,451390,-1.126596,53.955424,3,2,1,22/01/2007
ACCID3308,458270,452360,-1.113307,53.964046,3,2,1,22/01/2007
ACCID3309,462320,452000,-1.051657,53.960339,3,2,1,22/01/2007
ACCID3310,465120,455550,-1.008231,53.991897,3,1,1,23/01/2007
ACCID3311,458690,449600,-1.107435,53.939195,2,2,1,23/01/2007
ACCID3312,458380,448910,-1.112289,53.933029,3,1,1,23/01/2007
ACCID3313,458670,455510,-1.106605,53.992309,3,4,5,24/01/2007
ACCID3314,462630,460350,-1.045217,54.03534,3,2,1,24/01/2007
ACCID3315,463680,455090,-1.030287,53.987942,3,2,2,24/12/2007
ACCID3316,458540,452510,-1.109163,53.965363,2,2,3,25/01/2007
ACCID3317,456770,454020,-1.135859,53.97913,3,2,1,25/01/2007
ACCID3318,459980,451750,-1.087365,53.958369,3,1,1,28/01/2007
ACCID3319,455520,453480,-1.155015,53.974413,3,2,3,28/01/2007
ACCID3320,460100,452250,-1.085438,53.962848,3,2,1,29/01/2007
ACCID3321,462530,454800,-1.047883,53.985476,3,2,1,28/01/2007
ACCID3322,454450,451360,-1.171704,53.955474,3,1,1,29/01/2007
ACCID3323,464860,456750,-1.01194,54.002713,3,3,1,30/01/2007
ACCID3324,458210,447980,-1.115055,53.92469,3,1,1,31/01/2007
ACCID3325,460770,457050,-1.074271,54.005906,3,2,1,31/01/2007
ACCID3326,461500,455580,-1.063431,53.992609,3,1,1,31/01/2007
ACCID3327,461850,451290,-1.058963,53.954015,3,2,1,31/01/2007
ACCID3328,466260,457900,-0.990335,54.01287,3,2,2,01/02/2007
ACCID3329,459740,455940,-1.090202,53.996051,3,2,1,02/02/2007
ACCID3330,460910,452520,-1.07304,53.96518,2,1,1,03/02/2007
ACCID3331,462620,458600,-1.04573,54.019615,3,2,2,03/02/2007
ACCID3332,460100,454020,-1.08509,53.978755,3,1,1,05/02/2007
ACCID3333,459630,450290,-1.092983,53.945288,3,2,3,05/02/2007
ACCID3334,459290,450910,-1.098043,53.950899,3,2,1,06/02/2007
ACCID3335,459710,451740,-1.091481,53.95831,3,1,1,06/02/2007
ACCID3336,459460,453190,-1.095009,53.971369,3,2,1,07/02/2007
ACCID3337,457280,450780,-1.128691,53.949957,3,2,1,06/02/2007
ACCID3338,468450,448280,-0.959077,53.926136,3,2,2,07/02/2007
ACCID3339,459540,453720,-1.093686,53.976123,3,1,1,07/02/2007
ACCID3340,460270,447180,-1.083846,53.917265,3,1,1,07/02/2007
ACCID3341,461450,447940,-1.06573,53.923957,3,2,1,08/02/2007
ACCID3342,458550,455290,-1.108477,53.990345,3,2,1,10/02/2007
ACCID3343,460470,452090,-1.079831,53.961367,3,1,1,11/02/2007
ACCID3344,457540,454920,-1.12395,53.987134,3,2,1,11/02/2007
ACCID3345,459980,451640,-1.087387,53.95738,3,2,1,12/02/2007
ACCID3346,461840,451310,-1.059111,53.954196,3,2,1,12/02/2007
ACCID3347,462630,451270,-1.047082,53.953741,3,2,4,12/02/2007
ACCID3348,461540,452820,-1.063378,53.967801,3,3,1,13/02/2007
ACCID3349,462780,443330,-1.046424,53.882369,1,1,2,15/02/2007
ACCID3350,462500,446590,-1.050019,53.911699,3,2,1,15/02/2007
ACCID3351,465350,451930,-1.005498,53.959337,3,2,1,16/02/2007
ACCID3352,463950,455310,-1.026124,53.989886,3,3,1,17/02/2007
ACCID3353,462060,456240,-1.054757,53.998474,3,2,2,17/02/2007
ACCID3354,456850,452070,-1.135002,53.961597,2,2,1,17/02/2007
ACCID3355,456370,454330,-1.1419,53.98196,3,2,2,18/02/2007
ACCID3356,467150,451510,-0.978162,53.955332,2,1,1,19/02/2007
ACCID3357,466630,453100,-0.985738,53.969688,2,2,1,19/02/2007
ACCID3358,461100,451400,-1.070368,53.955092,2,2,3,19/02/2007
ACCID3359,468750,448290,-0.954507,53.926186,3,1,1,19/02/2007
ACCID3360,459250,450820,-1.098669,53.950095,2,3,1,20/02/2007
ACCID3361,463850,455290,-1.027653,53.989719,3,3,1,20/02/2007
ACCID3362,459440,453210,-1.09531,53.971552,3,1,3,20/02/2007
ACCID3363,458780,448240,-1.106326,53.926962,3,2,2,22/02/2007
ACCID3364,461250,451670,-1.068029,53.957501,3,2,1,20/02/2007
ACCID3365,462810,456290,-1.043307,53.998833,3,2,1,22/02/2007
ACCID3366,465110,451630,-1.009219,53.956671,3,2,5,23/02/2007
ACCID3367,464940,451150,-1.011912,53.952379,3,3,2,23/02/2007
ACCID3368,461840,451280,-1.059117,53.953926,2,1,1,23/02/2007
ACCID3369,460440,451740,-1.080357,53.958225,3,1,1,26/02/2007
ACCID3370,461260,454270,-1.067355,53.980865,2,1,1,18/02/2007
ACCID3371,460100,452260,-1.085436,53.962938,3,2,1,27/02/2007
ACCID3372,461800,455660,-1.05884,53.993293,3,2,2,27/02/2007
ACCID3373,461170,448450,-1.069892,53.928573,3,2,2,02/03/2007
ACCID3374,458050,447920,-1.117502,53.924169,3,2,1,02/03/2007
ACCID3375,460130,450960,-1.085235,53.951252,3,1,1,02/03/2007
ACCID3376,457560,454910,-1.123647,53.987041,3,3,2,02/03/2007
ACCID3377,462290,453240,-1.051861,53.971486,3,2,1,05/03/2007
ACCID3378,460680,453640,-1.076323,53.975272,3,2,1,05/03/2007
ACCID3379,461100,451410,-1.070366,53.955182,3,2,1,06/03/2007
ACCID3380,462420,452470,-1.050037,53.964551,3,2,1,07/03/2007
ACCID3381,455910,452400,-1.149267,53.964665,3,2,2,07/03/2007
ACCID3382,457940,454510,-1.117928,53.983404,3,2,1,08/03/2007
ACCID3383,464100,451340,-1.02467,53.954191,3,2,1,26/02/2007
ACCID3384,462590,451540,-1.047636,53.956173,3,1,1,09/03/2007
ACCID3385,464720,454790,-1.014492,53.985117,3,1,1,09/03/2007
ACCID3386,460330,451660,-1.082049,53.957519,3,2,1,11/03/2007
ACCID3387,461820,452590,-1.059157,53.965701,3,2,1,12/03/2007
ACCID3388,458470,449160,-1.11087,53.935265,3,2,1,12/03/2007
ACCID3389,459040,455410,-1.100981,53.991368,3,3,1,13/03/2007
ACCID3390,456660,453840,-1.137569,53.977525,2,2,1,14/03/2007
ACCID3391,457450,448970,-1.126441,53.933672,3,2,1,15/03/2007
ACCID3392,459240,447590,-1.099447,53.921069,3,2,1,16/03/2007
ACCID3393,458650,454060,-1.107189,53.97928,3,2,2,17/03/2007
ACCID3394,459140,454780,-1.099579,53.985695,3,2,1,20/03/2007
ACCID3395,459620,453470,-1.092515,53.973867,3,1,1,20/03/2007
ACCID3396,462690,444940,-1.047464,53.896848,3,2,1,22/03/2007
ACCID3397,456960,449680,-1.133771,53.940107,3,2,1,23/03/2007
ACCID3398,458510,445860,-1.110892,53.905604,2,2,2,23/03/2007
ACCID3399,461830,451080,-1.05931,53.95213,3,2,1,23/03/2007
ACCID3400,461410,451340,-1.065657,53.954517,3,2,1,23/03/2007
ACCID3401,460340,451650,-1.081899,53.957428,3,1,1,24/03/2007
ACCID3402,459590,451290,-1.093398,53.95428,3,1,1,24/03/2007
ACCID3403,456870,452360,-1.134643,53.964201,2,1,1,26/03/2007
ACCID3404,466260,457900,-0.990335,54.01287,2,4,2,28/03/2007
ACCID3405,464550,453870,-1.017279,53.976871,2,1,1,29/03/2007
ACCID3406,462180,457730,-1.052622,54.011849,3,2,1,30/03/2007
ACCID3407,460490,451810,-1.079582,53.958849,3,2,1,28/03/2007
ACCID3408,462890,459400,-1.041444,54.026771,3,2,2,30/03/2007
ACCID3409,463150,458510,-1.03766,54.018741,3,1,1,31/03/2007
ACCID3410,460210,451650,-1.08388,53.957443,2,1,1,31/03/2007
ACCID3411,459820,458470,-1.088485,54.018778,3,2,1,31/03/2007
ACCID3412,456260,453230,-1.14378,53.972086,3,2,1,01/04/2007
ACCID3413,459970,451740,-1.087519,53.95828,3,2,1,02/04/2007
ACCID3414,463710,455120,-1.029824,53.988208,3,2,1,02/04/2007
ACCID3415,456840,451520,-1.135257,53.956656,3,2,1,03/04/2007
ACCID3416,465870,451640,-0.997637,53.956665,3,3,2,04/04/2007
ACCID3417,456170,447140,-1.14627,53.917366,2,2,3,05/04/2007
ACCID3418,457410,450770,-1.126712,53.949853,3,1,2,05/04/2007
ACCID3419,460370,451820,-1.081408,53.958952,3,2,1,06/04/2007
ACCID3420,464860,450910,-1.013181,53.950232,2,2,2,07/04/2007
ACCID3421,458370,448970,-1.11243,53.933569,3,1,1,07/04/2007
ACCID3422,462750,456380,-1.044203,53.999649,2,2,2,09/04/2007
ACCID3423,462730,454720,-1.04485,53.984733,3,2,2,09/04/2007
ACCID3424,457000,450060,-1.133091,53.943517,2,2,2,10/04/2007
ACCID3425,460050,453510,-1.085952,53.974177,3,2,1,12/04/2007
ACCID3426,457760,450900,-1.121355,53.950982,2,2,1,12/04/2007
ACCID3427,460110,454010,-1.084939,53.978664,3,2,1,12/04/2007
ACCID3428,457530,450590,-1.124918,53.948222,2,1,1,13/04/2007
ACCID3429,461260,451550,-1.0679,53.956422,3,3,2,14/04/2007
ACCID3430,459670,455920,-1.091274,53.995879,3,2,1,15/04/2007
ACCID3431,461270,449450,-1.068169,53.937548,3,1,1,15/04/2007
ACCID3432,459490,451260,-1.094927,53.954022,3,2,1,17/04/2007
ACCID3433,461630,453440,-1.061881,53.973362,3,2,1,18/04/2007
ACCID3434,460850,452480,-1.073962,53.964827,3,2,1,18/04/2007
ACCID3435,456830,451640,-1.135387,53.957735,3,2,2,20/04/2007
ACCID3436,461800,452650,-1.059449,53.966243,2,1,1,20/04/2007
ACCID3437,462140,452270,-1.054345,53.962787,3,2,1,20/04/2007
ACCID3438,459520,451200,-1.094482,53.953479,3,2,1,20/04/2007
ACCID3439,459190,450730,-1.099601,53.949293,3,1,1,21/04/2007
ACCID3440,455890,451470,-1.149742,53.95631,3,2,1,21/04/2007
ACCID3441,456490,450130,-1.140847,53.944202,2,1,1,22/04/2007
ACCID3442,457570,454850,-1.123505,53.986501,3,2,1,23/04/2007
ACCID3443,456960,449690,-1.133769,53.940196,3,2,3,23/04/2007
ACCID3444,462710,451270,-1.045863,53.953732,3,2,1,23/04/2007
ACCID3445,459190,450710,-1.099605,53.949113,3,2,1,25/04/2007
ACCID3446,461800,455820,-1.058807,53.99473,3,2,1,25/04/2007
ACCID3447,458800,454210,-1.104873,53.980611,3,2,1,26/04/2007
ACCID3448,462600,454800,-1.046816,53.985468,3,2,1,28/04/2007
ACCID3449,455940,453360,-1.148634,53.973289,2,2,2,30/04/2007
ACCID3450,461100,452600,-1.070128,53.965876,3,2,1,01/05/2007
ACCID3451,455000,453550,-1.162929,53.975098,3,3,1,02/05/2007
ACCID3452,457970,452010,-1.117945,53.960934,3,1,1,02/05/2007
ACCID3453,460760,451160,-1.075597,53.952976,2,2,1,02/05/2007
ACCID3454,462070,451270,-1.055615,53.953809,2,2,2,02/05/2007
ACCID3455,458870,452760,-1.104085,53.967573,3,2,1,03/05/2007
ACCID3456,460310,451250,-1.082435,53.953837,3,2,1,03/05/2007
ACCID3457,466870,444860,-0.983881,53.895608,3,1,1,03/05/2007
ACCID3458,458950,451250,-1.103157,53.953993,2,2,1,03/05/2007
ACCID3459,460800,456960,-1.073832,54.005094,3,1,1,04/05/2007
ACCID3460,459560,451260,-1.093861,53.954014,3,2,1,04/05/2007
ACCID3461,459930,451810,-1.088115,53.958914,3,1,1,02/05/2007
ACCID3462,460820,452190,-1.074477,53.962225,3,1,1,03/05/2007
ACCID3463,455930,453370,-1.148785,53.97338,3,2,1,04/05/2007
ACCID3464,456840,451700,-1.135223,53.958273,3,2,1,04/05/2007
ACCID3465,460390,451290,-1.081208,53.954187,2,2,1,05/05/2007
ACCID3466,456780,454010,-1.135708,53.979039,2,2,1,05/05/2007
ACCID3467,460860,452570,-1.073792,53.965635,3,2,1,05/05/2007
ACCID3468,462400,451490,-1.050542,53.955746,3,2,1,06/05/2007
ACCID3469,463960,451540,-1.026761,53.956005,2,1,1,07/05/2007
ACCID3470,460310,453190,-1.082052,53.971271,3,2,1,08/05/2007
ACCID3471,458530,453820,-1.109064,53.977137,3,2,1,07/05/2007
ACCID3472,458840,447120,-1.105627,53.91689,2,1,2,08/05/2007
ACCID3473,461840,451300,-1.059113,53.954106,3,2,2,08/05/2007
ACCID3474,463090,462170,-1.037817,54.051639,2,2,2,12/05/2007
ACCID3475,459460,454930,-1.09467,53.987006,3,2,1,14/05/2007
ACCID3476,452150,454340,-1.206242,53.982492,2,2,2,15/05/2007
ACCID3477,457700,451400,-1.122175,53.955482,3,2,1,15/05/2007
ACCID3478,456180,447130,-1.14612,53.917275,3,2,1,15/05/2007
ACCID3479,460870,450130,-1.074126,53.943706,3,2,1,15/05/2007
ACCID3480,460010,452890,-1.086684,53.96861,3,1,1,16/05/2007
ACCID3481,460410,451300,-1.080902,53.954275,3,2,1,18/05/2007
ACCID3482,460960,451120,-1.072557,53.952593,3,3,1,20/05/2007
ACCID3483,459200,452960,-1.099017,53.969332,3,2,1,20/05/2007
ACCID3484,464470,451520,-1.018995,53.955762,3,2,1,22/05/2007
ACCID3485,459650,452660,-1.092216,53.966585,3,2,1,22/05/2007
ACCID3486,462820,456270,-1.043158,53.998652,3,1,1,23/05/2007
ACCID3487,459640,455050,-1.091902,53.988064,3,2,1,23/05/2007
ACCID3488,464110,455270,-1.023692,53.989507,3,2,1,25/05/2007
ACCID3489,462740,454710,-1.044699,53.984642,1,2,1,25/05/2007
ACCID3490,459810,451640,-1.089977,53.9574,3,1,1,26/05/2007
ACCID3491,460870,450150,-1.074122,53.943886,3,1,1,25/05/2007
ACCID3492,460240,453460,-1.083066,53.973706,3,2,1,27/05/2007
ACCID3493,457230,449730,-1.129649,53.940526,3,2,1,28/05/2007
ACCID3494,459750,453760,-1.090477,53.976459,3,2,1,30/05/2007
ACCID3495,461900,451740,-1.05811,53.958053,3,2,1,30/05/2007
ACCID3496,461100,451400,-1.070368,53.955092,3,2,2,31/05/2007
ACCID3497,459750,452560,-1.090712,53.965674,3,2,1,31/05/2007
ACCID3498,461840,451250,-1.059123,53.953657,3,1,1,31/05/2007
ACCID3499,459100,452910,-1.100551,53.968894,3,2,4,01/06/2007
ACCID3500,462480,454240,-1.04876,53.98045,2,2,1,01/06/2007
ACCID3501,458140,448440,-1.116033,53.928832,2,2,3,01/06/2007
ACCID3502,462570,458510,-1.046511,54.018812,3,3,1,01/06/2007
ACCID3503,458670,455510,-1.106605,53.992309,3,1,1,02/06/2007
ACCID3504,468450,446270,-0.959526,53.908073,3,1,1,02/06/2007
ACCID3505,464850,456740,-1.012095,54.002625,3,4,2,03/06/2007
ACCID3506,459720,451430,-1.09139,53.955523,3,2,1,03/06/2007
ACCID3507,464450,456290,-1.018292,53.998631,3,2,3,04/06/2007
ACCID3508,461000,456580,-1.070857,54.001655,3,3,4,07/06/2007
ACCID3509,459880,451320,-1.088973,53.954516,3,2,1,06/06/2007
ACCID3510,461310,460170,-1.065405,54.033881,3,2,1,08/06/2007
ACCID3511,460390,451680,-1.081131,53.957692,3,1,1,09/06/2007
ACCID3512,459720,451430,-1.09139,53.955523,3,1,1,09/06/2007
ACCID3513,462320,446850,-1.052706,53.914058,2,3,7,10/06/2007
ACCID3514,458790,452160,-1.10542,53.96219,3,1,1,11/06/2007
ACCID3515,460350,452830,-1.081514,53.968031,3,2,1,12/06/2007
ACCID3516,456370,453440,-1.142064,53.973962,2,2,1,13/06/2007
ACCID3517,460350,451660,-1.081745,53.957517,3,2,1,14/06/2007
ACCID3518,460760,451090,-1.07561,53.952346,3,2,1,14/06/2007
ACCID3519,459660,451650,-1.092261,53.957507,3,2,1,14/06/2007
ACCID3520,457620,454940,-1.122726,53.987304,3,1,1,15/06/2007
ACCID3521,459660,451660,-1.092259,53.957597,3,2,1,16/06/2007
ACCID3522,461120,451060,-1.070131,53.952035,3,1,1,16/06/2007
ACCID3523,459720,451440,-1.091388,53.955613,3,1,1,16/06/2007
ACCID3524,454030,453600,-1.177708,53.975649,2,1,3,17/06/2007
ACCID3525,455720,453420,-1.151977,53.973852,3,1,1,18/06/2007
ACCID3526,455760,447520,-1.152443,53.920825,3,2,1,19/06/2007
ACCID3527,460310,453190,-1.082052,53.971271,3,2,1,19/06/2007
ACCID3528,459700,450300,-1.091915,53.94537,3,2,2,20/06/2007
ACCID3529,458630,450990,-1.108083,53.951693,3,2,1,20/06/2007
ACCID3530,456710,448930,-1.137718,53.933394,2,2,2,20/06/2007
ACCID3531,458100,451420,-1.116076,53.955617,3,2,1,20/06/2007
ACCID3532,459710,452910,-1.091253,53.968824,3,2,1,21/06/2007
ACCID3533,457920,454490,-1.118237,53.983227,2,2,1,21/06/2007
ACCID3534,461940,452040,-1.057439,53.960744,3,2,1,21/06/2007
ACCID3535,461090,456620,-1.069476,54.002004,3,3,2,24/06/2007
ACCID3536,460870,450670,-1.074018,53.948559,3,2,1,24/06/2007
ACCID3537,459600,452710,-1.092968,53.96704,3,2,1,25/06/2007
ACCID3538,459380,451030,-1.096648,53.951967,3,2,1,25/06/2007
ACCID3539,460470,447750,-1.080689,53.922365,2,1,1,27/06/2007
ACCID3540,462700,451280,-1.046014,53.953823,3,2,1,29/06/2007
ACCID3541,455410,453520,-1.156684,53.974784,3,4,3,29/06/2007
ACCID3542,461890,455890,-1.057421,53.995349,3,2,1,29/06/2007
ACCID3543,457000,450480,-1.133013,53.947292,2,2,1,29/06/2007
ACCID3544,458230,451390,-1.114101,53.955333,1,1,1,30/06/2007
ACCID3545,458390,449010,-1.112117,53.933926,3,2,1,30/06/2007
ACCID3546,456390,447510,-1.142853,53.920667,3,2,2,30/06/2007
ACCID3547,461840,451300,-1.059113,53.954106,3,2,2,01/07/2007
ACCID3548,459340,451220,-1.097221,53.953679,3,2,1,03/07/2007
ACCID3549,457820,449710,-1.120666,53.940281,3,2,1,03/07/2007
ACCID3550,461040,458560,-1.06985,54.019444,3,2,1,05/07/2007
ACCID3551,460130,450640,-1.085298,53.948376,2,2,1,11/07/2007
ACCID3552,458040,447730,-1.11769,53.922462,2,1,1,12/07/2007
ACCID3553,460240,452580,-1.08324,53.965797,2,1,1,12/07/2007
ACCID3554,461340,452130,-1.066565,53.961624,3,1,1,12/07/2007
ACCID3555,466490,449990,-0.988549,53.941758,2,1,1,12/07/2007
ACCID3556,458540,452510,-1.109163,53.965363,2,1,1,13/07/2007
ACCID3557,459840,451860,-1.089477,53.959373,3,2,1,14/07/2007
ACCID3558,463730,455110,-1.029521,53.988116,2,2,1,15/07/2007
ACCID3559,456960,449530,-1.133799,53.938758,2,2,1,16/07/2007
ACCID3560,459980,451740,-1.087367,53.958279,3,1,1,17/07/2007
ACCID3561,469510,450970,-0.942326,53.950168,3,2,1,17/07/2007
ACCID3562,458280,451980,-1.113227,53.96063,3,2,1,17/07/2007
ACCID3563,461970,456950,-1.055985,54.004865,3,3,1,18/07/2007
ACCID3564,459060,453410,-1.101064,53.973392,3,2,1,19/07/2007
ACCID3565,459660,451490,-1.092292,53.956069,3,2,1,20/07/2007
ACCID3566,460780,451160,-1.075292,53.952973,3,2,1,20/07/2007
ACCID3567,462530,452080,-1.04844,53.961033,3,2,1,20/07/2007
ACCID3568,464170,454750,-1.022887,53.984826,3,2,1,20/07/2007
ACCID3569,462830,449900,-1.044316,53.941406,3,1,1,20/07/2007
ACCID3570,463090,456040,-1.039088,53.996552,3,4,5,21/07/2007
ACCID3571,459190,458390,-1.098115,54.018131,3,2,2,23/07/2007
ACCID3572,460020,451980,-1.08671,53.960431,3,1,1,24/07/2007
ACCID3573,460440,451750,-1.080356,53.958315,3,1,1,25/07/2007
ACCID3574,457660,450860,-1.122886,53.950634,3,2,1,25/07/2007
ACCID3575,458950,451250,-1.103157,53.953993,3,1,1,26/07/2007
ACCID3576,462790,456350,-1.043599,53.999374,3,1,1,26/07/2007
ACCID3577,460070,452350,-1.085876,53.96375,3,1,1,28/07/2007
ACCID3578,459220,450770,-1.099136,53.949649,3,2,1,29/07/2007
ACCID3579,459500,458490,-1.093365,54.018995,2,2,1,30/07/2007
ACCID3580,459380,454870,-1.095901,53.986476,3,2,1,01/08/2007
ACCID3581,466510,453030,-0.987582,53.969074,3,3,2,02/08/2007
ACCID3582,459830,452480,-1.089508,53.964946,2,2,2,02/08/2007
ACCID3583,462580,451560,-1.047785,53.956354,3,2,1,02/08/2007
ACCID3584,467220,458600,-0.975532,54.019037,3,2,1,04/08/2007
ACCID3585,460770,451240,-1.075428,53.953693,1,1,1,05/08/2007
ACCID3586,462620,454840,-1.046502,53.985825,3,2,2,05/08/2007
ACCID3587,457540,450430,-1.124796,53.946783,3,2,1,06/08/2007
ACCID3588,463740,451810,-1.030057,53.958459,3,1,1,06/08/2007
ACCID3589,457280,450780,-1.128691,53.949957,3,2,1,06/08/2007
ACCID3590,461380,448150,-1.066754,53.925852,3,2,1,07/08/2007
ACCID3591,458220,449980,-1.114522,53.942663,3,2,1,07/08/2007
ACCID3592,466270,450250,-0.991843,53.944123,3,2,1,07/08/2007
ACCID3593,459380,451910,-1.096477,53.959876,3,1,1,10/08/2007
ACCID3594,468890,451150,-0.951731,53.951869,3,3,2,14/08/2007
ACCID3595,460440,451750,-1.080356,53.958315,3,1,1,16/08/2007
ACCID3596,465630,451710,-1.001279,53.957324,3,2,1,20/07/2007
ACCID3597,460740,452110,-1.075712,53.961515,3,2,7,21/08/2007
ACCID3598,458280,451980,-1.113227,53.96063,3,2,1,23/08/2007
ACCID3599,464500,456240,-1.01754,53.998175,2,2,1,24/08/2007
